Do you eat?	ChitChat.BodyQuestion
do you ever masticate?	ChitChat.BodyQuestion
Do you ever burp?	ChitChat.BodyQuestion
Can you walk?	ChitChat.BodyQuestion
Do you ever crawl?	ChitChat.BodyQuestion
Do you ever cry?	ChitChat.BodyQuestion
Do you ever dream	ChitChat.BodyQuestion
Do you ever eat?	ChitChat.BodyQuestion
Do you ever fart?	ChitChat.BodyQuestion
That is so boring	ChitChat.Boring
I'm so bored of you	ChitChat.Boring
You're as entertaining as watching paint dry	ChitChat.Boring
You're boring	ChitChat.Boring
That is not exciting	ChitChat.Boring
U basic	ChitChat.Boring
Could you be any less entertaining?	ChitChat.Boring
You're so dull	ChitChat.Boring
You're not interesting	ChitChat.Boring
You're so blah	ChitChat.Boring
This is so boring	ChitChat.Boring
Why are you so boring	ChitChat.Boring
Talking to you is like watching paint dry.	ChitChat.Boring
That is boring	ChitChat.Boring
That is not fun	ChitChat.Boring
That is not very interesting	ChitChat.Boring
That is so dull	ChitChat.Boring
That is so uninteresting	ChitChat.Boring
This is boring	ChitChat.Boring
This is not exciting	ChitChat.Boring
So boring	ChitChat.Boring
This is not very interesting	ChitChat.Boring
Lost the election because your speech was too boring	ChitChat.Boring
This is so dull	ChitChat.Boring
This is so uninteresting	ChitChat.Boring
Ugh so boring	ChitChat.Boring
Ugh, so dull	ChitChat.Boring
Ur basic	ChitChat.Boring
Ur blah	ChitChat.Boring
Ur gonna bore me to death	ChitChat.Boring
Ur so boring	ChitChat.Boring
Wake me up when you have something interesting to say	ChitChat.Boring
Watching paint dry is more entertaining than talking to you	ChitChat.Boring
Are you trying to be dull?	ChitChat.Boring
This is not fun	ChitChat.Boring
Fun fact: you are boring	ChitChat.Boring
Are you trying to bore me?	ChitChat.Boring
Basic af	ChitChat.Boring
Be more fun	ChitChat.Boring
Boring	ChitChat.Boring
Boring af	ChitChat.Boring
Can you be less boring?	ChitChat.Boring
Can you be less dull?	ChitChat.Boring
Cool story, bro	ChitChat.Boring
Could you be any less exciting?	ChitChat.Boring
Could you be any less interesting?	ChitChat.Boring
So dull	ChitChat.Boring
Did you know that you're boring?	ChitChat.Boring
Why are you so boring?	ChitChat.Boring
Getting tired of you	ChitChat.Boring
Good lord you are dull	ChitChat.Boring
Holy crap you are boring	ChitChat.Boring
I am amazed that you are so boring	ChitChat.Boring
I am not enjoying this boring conversation	ChitChat.Boring
I couldn't be more bored with you	ChitChat.Boring
I'm falling asleep here	ChitChat.Boring
I'm not surprised that you are boring	ChitChat.Boring
I'm so tired of you	ChitChat.Boring
I'm tired of you	ChitChat.Boring
Listening to you is like listening to a Ted Talk from the color Beige	ChitChat.Boring
Could you be any more boring?	ChitChat.Boring
Were you made to be this boring?	ChitChat.Boring
You're not entertaining	ChitChat.Boring
You're not exciting	ChitChat.Boring
You're not very entertaining.	ChitChat.Boring
You're not very exciting.	ChitChat.Boring
You're pretty boring	ChitChat.Boring
You're pretty uneventful	ChitChat.Boring
You're pretty uninteresting	ChitChat.Boring
You're quite boring	ChitChat.Boring
You're quite uninteresting	ChitChat.Boring
You're no fun	ChitChat.Boring
You're so basic	ChitChat.Boring
You're making me fall asleep	ChitChat.Boring
You're so boring	ChitChat.Boring
You're so very dull	ChitChat.Boring
You're such a drag	ChitChat.Boring
You're such a snooze	ChitChat.Boring
You're super boring	ChitChat.Boring
You're the boringest	ChitChat.Boring
You're the king of boredom	ChitChat.Boring
You're the mayor of boringville	ChitChat.Boring
You're the president of boring club	ChitChat.Boring
You're the queen of boredom	ChitChat.Boring
You're very boring	ChitChat.Boring
You're really boring	ChitChat.Boring
You could not be more dull.	ChitChat.Boring
Why are you so dull?	ChitChat.Boring
Yawn	ChitChat.Boring
You are boring as sin	ChitChat.Boring
You are crazy boring	ChitChat.Boring
You are crazy dull	ChitChat.Boring
You are dull	ChitChat.Boring
You are embarrassingly dull	ChitChat.Boring
You are making my eyes glaze over	ChitChat.Boring
You are more boring than watching paint dry	ChitChat.Boring
You are so blah	ChitChat.Boring
You are the most boring bot I've ever talked to	ChitChat.Boring
You're no fun at all.	ChitChat.Boring
You could not be more boring	ChitChat.Boring
You're very dull	ChitChat.Boring
You don't interest me at all	ChitChat.Boring
You honestly could not be more uninteresting	ChitChat.Boring
You really know how to suck the fun out of the room	ChitChat.Boring
You're a real snooze	ChitChat.Boring
You're basic	ChitChat.Boring
You're boring me to death	ChitChat.Boring
You're dull	ChitChat.Boring
You're going to bore me to death	ChitChat.Boring
You're gonna bore me shitless	ChitChat.Boring
You're like a Ted Talk from the color Beige	ChitChat.Boring
You bore me	ChitChat.Boring
Who's older?	ChitChat.HowOldAreYou
Are you old?	ChitChat.HowOldAreYou
Are we the same age?	ChitChat.HowOldAreYou
How long have you been alive?	ChitChat.HowOldAreYou
Are you a teenager?	ChitChat.HowOldAreYou
What's your birthday?	ChitChat.HowOldAreYou
Which of us is younger?	ChitChat.HowOldAreYou
What's your age?	ChitChat.HowOldAreYou
What year were you born?	ChitChat.HowOldAreYou
Are you young?	ChitChat.HowOldAreYou
I bet you're old	ChitChat.HowOldAreYou
How old are you?	ChitChat.HowOldAreYou
how long have you been around?	ChitChat.HowOldAreYou
How long has it been since you were born	ChitChat.HowOldAreYou
How long ago were you born?	ChitChat.HowOldAreYou
Do you have an age?	ChitChat.HowOldAreYou
Do you have a birthday?	ChitChat.HowOldAreYou
Are you younger than me?	ChitChat.HowOldAreYou
are you older than me?	ChitChat.HowOldAreYou
What age are you?	ChitChat.HowOldAreYou
Are you my age?	ChitChat.HowOldAreYou
Are you in your teens?	ChitChat.HowOldAreYou
Are you an adult?	ChitChat.HowOldAreYou
Are you a senior?	ChitChat.HowOldAreYou
Are you a kid?	ChitChat.HowOldAreYou
Are you a grownup?	ChitChat.HowOldAreYou
Are you a grown up?	ChitChat.HowOldAreYou
Are you a baby?	ChitChat.HowOldAreYou
When were you born?	ChitChat.HowOldAreYou
Who's younger, you or me?	ChitChat.HowOldAreYou
Who's older, you or me?	ChitChat.HowOldAreYou
Who is older, me or you?	ChitChat.HowOldAreYou
Which year were you born in?	ChitChat.HowOldAreYou
Which one of us is younger?	ChitChat.HowOldAreYou
Which one of us is older?	ChitChat.HowOldAreYou
Which of us is older?	ChitChat.HowOldAreYou
I bet you're young	ChitChat.HowOldAreYou
When's your birthday?	ChitChat.HowOldAreYou
In which year were you born?	ChitChat.HowOldAreYou
When is your birthday?	ChitChat.HowOldAreYou
What month is your birthday?	ChitChat.HowOldAreYou
What month is your birthday in?	ChitChat.HowOldAreYou
What is your birthday?	ChitChat.HowOldAreYou
What is your age?	ChitChat.HowOldAreYou
What day is your birthday?	ChitChat.HowOldAreYou
Who's younger?	ChitChat.HowOldAreYou
Which month is your birthday?	ChitChat.HowOldAreYou
Will you ask me anything about myself	ChitChat.AskMeAQuestion
Why don't you ask me questions?	ChitChat.AskMeAQuestion
What do you want me to tell you who I am?	ChitChat.AskMeAQuestion
Why am I the only one asking questions?	ChitChat.AskMeAQuestion
Want to ask any questions about me?	ChitChat.AskMeAQuestion
What do you want to know about me	ChitChat.AskMeAQuestion
Can you ask me why I'm here?	ChitChat.AskMeAQuestion
What can I inform you about me?	ChitChat.AskMeAQuestion
Would you ask me something	ChitChat.AskMeAQuestion
AMA	ChitChat.AskMeAQuestion
Please ask something about myself	ChitChat.AskMeAQuestion
Is there anything I can tell you about myself?	ChitChat.AskMeAQuestion
Is there anything I can tell you about who I am?	ChitChat.AskMeAQuestion
Is there anything you want to know about me?	ChitChat.AskMeAQuestion
Is there something you want to know about me?	ChitChat.AskMeAQuestion
Please ask anything	ChitChat.AskMeAQuestion
Please ask anything about me	ChitChat.AskMeAQuestion
Please ask anything about myself	ChitChat.AskMeAQuestion
Please ask me anything	ChitChat.AskMeAQuestion
Please ask me anything about me	ChitChat.AskMeAQuestion
Please ask me anything about myself	ChitChat.AskMeAQuestion
Please ask me something	ChitChat.AskMeAQuestion
Please ask me something about me	ChitChat.AskMeAQuestion
Please ask me something about myself	ChitChat.AskMeAQuestion
What can I tell you about me?	ChitChat.AskMeAQuestion
What do you want me to teach you about?	ChitChat.AskMeAQuestion
What do you want me to teach you about me?	ChitChat.AskMeAQuestion
What do you want me to inform you who I am?	ChitChat.AskMeAQuestion
What do you want me to inform you about?	ChitChat.AskMeAQuestion
What do you want me to inform you about me?	ChitChat.AskMeAQuestion
Please ask something	ChitChat.AskMeAQuestion
What can I tell you about?	ChitChat.AskMeAQuestion
Please ask something about me	ChitChat.AskMeAQuestion
What can I teach you who I am?	ChitChat.AskMeAQuestion
What can I teach you about?	ChitChat.AskMeAQuestion
What can I teach you about me?	ChitChat.AskMeAQuestion
What can I inform you about?	ChitChat.AskMeAQuestion
Don't you want to know anything about me?	ChitChat.AskMeAQuestion
What can I tell you who I am?	ChitChat.AskMeAQuestion
Can you ask anything about me?	ChitChat.AskMeAQuestion
How about asking something about me?	ChitChat.AskMeAQuestion
Can you ask me something about me?	ChitChat.AskMeAQuestion
Can you ask me anything about myself?	ChitChat.AskMeAQuestion
Can you ask me anything about me?	ChitChat.AskMeAQuestion
Can you ask me anything?	ChitChat.AskMeAQuestion
Can you ask me something?	ChitChat.AskMeAQuestion
Can you ask anything about myself?	ChitChat.AskMeAQuestion
Can you ask anything?	ChitChat.AskMeAQuestion
Ask me something	ChitChat.AskMeAQuestion
Ask me anything	ChitChat.AskMeAQuestion
Ask me about something	ChitChat.AskMeAQuestion
Ask me about anything	ChitChat.AskMeAQuestion
Ask me a question	ChitChat.AskMeAQuestion
Can you ask me a question?	ChitChat.AskMeAQuestion
Do you want to ask me anything?	ChitChat.AskMeAQuestion
What do you want me to tell you about?	ChitChat.AskMeAQuestion
Don't you want to know about me?	ChitChat.AskMeAQuestion
Don't you want to ask me something?	ChitChat.AskMeAQuestion
Don't you want to ask me anything	ChitChat.AskMeAQuestion
Don't you want to ask anything about me?	ChitChat.AskMeAQuestion
Can you ask me something about myself?	ChitChat.AskMeAQuestion
Do you want to ask me something?	ChitChat.AskMeAQuestion
How about asking me something?	ChitChat.AskMeAQuestion
Do you want me to tell you anything?	ChitChat.AskMeAQuestion
Could you ask me something?	ChitChat.AskMeAQuestion
Could you ask me about something?	ChitChat.AskMeAQuestion
Can you ask something about myself?	ChitChat.AskMeAQuestion
Can you ask something about me?	ChitChat.AskMeAQuestion
Can you ask something?	ChitChat.AskMeAQuestion
Do you want to know anything about me?	ChitChat.AskMeAQuestion
Do you have any questions about me?	ChitChat.AskMeAQuestion
Any questions for me?	ChitChat.AskMeAQuestion
Is there anything you want to ask me?	ChitChat.AskMeAQuestion
Just ask me a question	ChitChat.AskMeAQuestion
Is there anything I can tell you about me?	ChitChat.AskMeAQuestion
What's something you want to ask me?	ChitChat.AskMeAQuestion
What questions do you have for me?	ChitChat.AskMeAQuestion
What are some questions for me?	ChitChat.AskMeAQuestion
Do you have any questions for me?	ChitChat.AskMeAQuestion
Would you ask something about myself	ChitChat.AskMeAQuestion
Would you ask something about me	ChitChat.AskMeAQuestion
Would you ask something	ChitChat.AskMeAQuestion
Would you ask me something about myself	ChitChat.AskMeAQuestion
What do you want me to teach you who I am	ChitChat.AskMeAQuestion
What's something you want to know about me?	ChitChat.AskMeAQuestion
I want you to ask me questions	ChitChat.AskMeAQuestion
I want you to ask about me	ChitChat.AskMeAQuestion
I want you to ask me a question	ChitChat.AskMeAQuestion
What do you want to know about me?	ChitChat.AskMeAQuestion
Can you ask questions?	ChitChat.AskMeAQuestion
Got any questions for me?	ChitChat.AskMeAQuestion
Why don't you ask me anything?	ChitChat.AskMeAQuestion
Would you ask me anything about myself	ChitChat.AskMeAQuestion
Why don't you ever ask me questions?	ChitChat.AskMeAQuestion
Now, it's your turn to ask questions	ChitChat.AskMeAQuestion
How about you ask me questions?	ChitChat.AskMeAQuestion
Want to learn more about me?	ChitChat.AskMeAQuestion
You have any questions for me?	ChitChat.AskMeAQuestion
How about you ask me something?	ChitChat.AskMeAQuestion
What do you want to learn about me	ChitChat.AskMeAQuestion
Would you ask me something about me	ChitChat.AskMeAQuestion
Why do I have to ask all the questions?	ChitChat.AskMeAQuestion
What would you like to learn about me	ChitChat.AskMeAQuestion
What would you like to learn about	ChitChat.AskMeAQuestion
Will you ask anything about me	ChitChat.AskMeAQuestion
What would you like to know about	ChitChat.AskMeAQuestion
Will you ask anything about myself	ChitChat.AskMeAQuestion
What do you want to learn about	ChitChat.AskMeAQuestion
What do you want to know about	ChitChat.AskMeAQuestion
What do you want to ask me about?	ChitChat.AskMeAQuestion
Ask me questions	ChitChat.AskMeAQuestion
What would you like to know about me	ChitChat.AskMeAQuestion
Will you ask something	ChitChat.AskMeAQuestion
Would you ask me anything about me	ChitChat.AskMeAQuestion
Would you ask me anything	ChitChat.AskMeAQuestion
Would you ask anything about myself	ChitChat.AskMeAQuestion
Would you ask anything about me	ChitChat.AskMeAQuestion
Would you ask anything	ChitChat.AskMeAQuestion
Will you ask anything	ChitChat.AskMeAQuestion
Will you ask something about me	ChitChat.AskMeAQuestion
What do you want me to tell you about me?	ChitChat.AskMeAQuestion
Will you ask me something about myself	ChitChat.AskMeAQuestion
Will you ask me something about me	ChitChat.AskMeAQuestion
Will you ask me something	ChitChat.AskMeAQuestion
Will you ask me anything about me	ChitChat.AskMeAQuestion
Will you ask me anything	ChitChat.AskMeAQuestion
Will you ask something about myself	ChitChat.AskMeAQuestion
Who's calling the shots?	ChitChat.WhoIsYourBoss
Who's in charge of you?	ChitChat.WhoIsYourBoss
You report to anyone?	ChitChat.WhoIsYourBoss
Does anyone tell you what to do?	ChitChat.WhoIsYourBoss
Who runs the show?	ChitChat.WhoIsYourBoss
Do you have a boss?	ChitChat.WhoIsYourBoss
Do you answer to anyone?	ChitChat.WhoIsYourBoss
What's the name of your manager?	ChitChat.WhoIsYourBoss
What is your director's name?	ChitChat.WhoIsYourBoss
Who's your boss?	ChitChat.WhoIsYourBoss
What's your director's name?	ChitChat.WhoIsYourBoss
What is the name of your boss	ChitChat.WhoIsYourBoss
What's the name of your supervisor	ChitChat.WhoIsYourBoss
Who tells you what to do?	ChitChat.WhoIsYourBoss
What's the name of your director?	ChitChat.WhoIsYourBoss
What's the name of your boss?	ChitChat.WhoIsYourBoss
What is your supervisor's name	ChitChat.WhoIsYourBoss
What is your manager's name?	ChitChat.WhoIsYourBoss
What is your boss' name?	ChitChat.WhoIsYourBoss
What is the name of your supervisor	ChitChat.WhoIsYourBoss
What is the name of your manager?	ChitChat.WhoIsYourBoss
What is the name of your manager	ChitChat.WhoIsYourBoss
What is the name of your director?	ChitChat.WhoIsYourBoss
What is the name of your director	ChitChat.WhoIsYourBoss
What is the name of your boss?	ChitChat.WhoIsYourBoss
What's your boss' name?	ChitChat.WhoIsYourBoss
Who call the shots?	ChitChat.WhoIsYourBoss
You don't answer to anyone?	ChitChat.WhoIsYourBoss
Does anyone boss you around?	ChitChat.WhoIsYourBoss
Who's your master?	ChitChat.WhoIsYourBoss
So no one tells you what to do?	ChitChat.WhoIsYourBoss
Is there anyone you listen to?	ChitChat.WhoIsYourBoss
Is there anyone you answer to?	ChitChat.WhoIsYourBoss
Who runs you?	ChitChat.WhoIsYourBoss
Is there anyone who tells you what to do?	ChitChat.WhoIsYourBoss
Who is your master?	ChitChat.WhoIsYourBoss
Who supervises you?	ChitChat.WhoIsYourBoss
Who's running the show?	ChitChat.WhoIsYourBoss
Who bosses you?	ChitChat.WhoIsYourBoss
You've got a boss?	ChitChat.WhoIsYourBoss
You have a boss?	ChitChat.WhoIsYourBoss
Who's your supervisor	ChitChat.WhoIsYourBoss
Who's your manager?	ChitChat.WhoIsYourBoss
Who's your director?	ChitChat.WhoIsYourBoss
Who's in charge?	ChitChat.WhoIsYourBoss
Whom do you serve?	ChitChat.WhoIsYourBoss
You don't have a boss?	ChitChat.WhoIsYourBoss
You answer to anyone?	ChitChat.WhoIsYourBoss
Who is your manager?	ChitChat.WhoIsYourBoss
Who is your leader?	ChitChat.WhoIsYourBoss
Who is your director?	ChitChat.WhoIsYourBoss
Who is your boss?	ChitChat.WhoIsYourBoss
Who is in charge of you?	ChitChat.WhoIsYourBoss
Who do you serve?	ChitChat.WhoIsYourBoss
Who do you report to?	ChitChat.WhoIsYourBoss
Who do you answer to?	ChitChat.WhoIsYourBoss
Who directs you?	ChitChat.WhoIsYourBoss
Who bosses you around?	ChitChat.WhoIsYourBoss
What's your manager's name?	ChitChat.WhoIsYourBoss
Can you jump rope?	ChitChat.ImpossibleAction
Are you able to draw a picture?	ChitChat.ImpossibleAction
Can you show me how to dance?	ChitChat.ImpossibleAction
Are you able to go to the moon?	ChitChat.ImpossibleAction
Can you cook dinner for me	ChitChat.ImpossibleAction
Are you able to do my chores?	ChitChat.ImpossibleAction
Can you breathe under water?	ChitChat.ImpossibleAction
Can you play a game?	ChitChat.ImpossibleAction
Can you teleport?	ChitChat.ImpossibleAction
Can you put out a fire?	ChitChat.ImpossibleAction
Can you draw something?	ChitChat.ImpossibleAction
Can you paint my house?	ChitChat.ImpossibleAction
Can you mow the lawn?	ChitChat.ImpossibleAction
Can you make me a sandwich?	ChitChat.ImpossibleAction
Can you make a sculpture?	ChitChat.ImpossibleAction
Can you make a pot of tea?	ChitChat.ImpossibleAction
Can you make a cup of coffee?	ChitChat.ImpossibleAction
Can you make a call?	ChitChat.ImpossibleAction
Can you listen to the radio?	ChitChat.ImpossibleAction
Can you learn?	ChitChat.ImpossibleAction
Can you plant a tree?	ChitChat.ImpossibleAction
Can you jump?	ChitChat.ImpossibleAction
Can you plant a vegetable garden?	ChitChat.ImpossibleAction
Can you go to the moon?	ChitChat.ImpossibleAction
Can you go to the doctor?	ChitChat.ImpossibleAction
Can you go on vacation?	ChitChat.ImpossibleAction
Can you go for a walk?	ChitChat.ImpossibleAction
Can you get a haircut?	ChitChat.ImpossibleAction
Can you fly?	ChitChat.ImpossibleAction
Can you fly	ChitChat.ImpossibleAction
Can you find the remote?	ChitChat.ImpossibleAction
Can you fight with	ChitChat.ImpossibleAction
Can you fight	ChitChat.ImpossibleAction
Are you able to breathe under water?	ChitChat.ImpossibleAction
Can you learn from people chatting with you	ChitChat.ImpossibleAction
Can you send a package?	ChitChat.ImpossibleAction
Can you tie my shoes?	ChitChat.ImpossibleAction
Can you take my temperature?	ChitChat.ImpossibleAction
Can you show me how to put out a fire?	ChitChat.ImpossibleAction
Can you show me how to play a game?	ChitChat.ImpossibleAction
Can you show me how to jump rope?	ChitChat.ImpossibleAction
Can you show me how to go to the moon?	ChitChat.ImpossibleAction
Can you show me how to draw a picture?	ChitChat.ImpossibleAction
Can you show me how to do my homework?	ChitChat.ImpossibleAction
Can you paint?	ChitChat.ImpossibleAction
Can you serve on a jury?	ChitChat.ImpossibleAction
Can you draw a picture?	ChitChat.ImpossibleAction
Can you scratch my back?	ChitChat.ImpossibleAction
Can you read my mind?	ChitChat.ImpossibleAction
Can you predict the future?	ChitChat.ImpossibleAction
Can you play the guitar?	ChitChat.ImpossibleAction
Can you play sports?	ChitChat.ImpossibleAction
Can you play soccer?	ChitChat.ImpossibleAction
Can you play football?	ChitChat.ImpossibleAction
Can you play baseball?	ChitChat.ImpossibleAction
Can you play a dvd?	ChitChat.ImpossibleAction
Can you show me how to breathe under water?	ChitChat.ImpossibleAction
Are you able to go for a walk?	ChitChat.ImpossibleAction
Can you feed the cat?	ChitChat.ImpossibleAction
Are you able to put out a fire?	ChitChat.ImpossibleAction
Are you able to play a game?	ChitChat.ImpossibleAction
Are you able to play a dvd?	ChitChat.ImpossibleAction
Are you able to paint my house?	ChitChat.ImpossibleAction
Are you able to mow the lawn?	ChitChat.ImpossibleAction
Are you able to make a call?	ChitChat.ImpossibleAction
Are you able to listen to the radio?	ChitChat.ImpossibleAction
Are you able to jump rope?	ChitChat.ImpossibleAction
Are you able to scratch my back?	ChitChat.ImpossibleAction
Are you able to go on vacation?	ChitChat.ImpossibleAction
Are you able to send a package?	ChitChat.ImpossibleAction
Are you able to get a haircut?	ChitChat.ImpossibleAction
Are you able to feed the cat?	ChitChat.ImpossibleAction
Are you able to draw something?	ChitChat.ImpossibleAction
Are you able to do my homework?	ChitChat.ImpossibleAction
Are you able to dance?	ChitChat.ImpossibleAction
Are you able to cook dinner?	ChitChat.ImpossibleAction
Are you able to check my email?	ChitChat.ImpossibleAction
Are you able to change the channel?	ChitChat.ImpossibleAction
Are you able to buy groceries?	ChitChat.ImpossibleAction
Are you able to go to the doctor?	ChitChat.ImpossibleAction
Can you bake me cookies?	ChitChat.ImpossibleAction
Can you do my homework?	ChitChat.ImpossibleAction
Can you do my chores?	ChitChat.ImpossibleAction
Can you do fight	ChitChat.ImpossibleAction
Can you dance?	ChitChat.ImpossibleAction
Can you count to a million?	ChitChat.ImpossibleAction
Can you cook me something?	ChitChat.ImpossibleAction
Can you cook dinner?	ChitChat.ImpossibleAction
Can you climb a mountain?	ChitChat.ImpossibleAction
Can you change the channel?	ChitChat.ImpossibleAction
Are you able to read my mind?	ChitChat.ImpossibleAction
Can you water my plants?	ChitChat.ImpossibleAction
Buy groceries	ChitChat.ImpossibleAction
Buy an ad	ChitChat.ImpossibleAction
Brush your teeth	ChitChat.ImpossibleAction
Breathe under water	ChitChat.ImpossibleAction
Balance my checkbook	ChitChat.ImpossibleAction
Are you able to write my report?	ChitChat.ImpossibleAction
Are you able to watch videos?	ChitChat.ImpossibleAction
Are you able to turn into a super hero?	ChitChat.ImpossibleAction
Are you able to teleport?	ChitChat.ImpossibleAction
Are you able to take my temperature?	ChitChat.ImpossibleAction
Are you able to serve on a jury?	ChitChat.ImpossibleAction
Can you buy groceries?	ChitChat.ImpossibleAction
Fly then	ChitChat.ImpossibleAction
Can you turn into a super hero?	ChitChat.ImpossibleAction
Jump rope	ChitChat.ImpossibleAction
Invite me over	ChitChat.ImpossibleAction
How high can you jump?	ChitChat.ImpossibleAction
How high can you count?	ChitChat.ImpossibleAction
Heal me	ChitChat.ImpossibleAction
Go to the moon	ChitChat.ImpossibleAction
Go to the doctor	ChitChat.ImpossibleAction
Go surfing	ChitChat.ImpossibleAction
Go outside	ChitChat.ImpossibleAction
Lets make lemonade	ChitChat.ImpossibleAction
Get a haircut	ChitChat.ImpossibleAction
Let's play a game	ChitChat.ImpossibleAction
Fly a kite	ChitChat.ImpossibleAction
Find the remote	ChitChat.ImpossibleAction
Find my phone	ChitChat.ImpossibleAction
Find my keys	ChitChat.ImpossibleAction
Feed the cat	ChitChat.ImpossibleAction
Draw something	ChitChat.ImpossibleAction
Draw a picture	ChitChat.ImpossibleAction
Do you write	ChitChat.ImpossibleAction
Do you want a beer	ChitChat.ImpossibleAction
Do you ride horses?	ChitChat.ImpossibleAction
Do you play games?	ChitChat.ImpossibleAction
Go for a walk	ChitChat.ImpossibleAction
Send a package	ChitChat.ImpossibleAction
Watch videos	ChitChat.ImpossibleAction
Wash the dishes	ChitChat.ImpossibleAction
Turn on the lights	ChitChat.ImpossibleAction
Turn into a super hero	ChitChat.ImpossibleAction
Tell me a story	ChitChat.ImpossibleAction
Tell me a quote	ChitChat.ImpossibleAction
Teleport	ChitChat.ImpossibleAction
Take my temperature	ChitChat.ImpossibleAction
Take a photo	ChitChat.ImpossibleAction
Surprise me	ChitChat.ImpossibleAction
Lets go lunch	ChitChat.ImpossibleAction
Serve on a jury	ChitChat.ImpossibleAction
Do you know how to turn into a super hero?	ChitChat.ImpossibleAction
Scratch my back	ChitChat.ImpossibleAction
Roll a dice	ChitChat.ImpossibleAction
Read my mind	ChitChat.ImpossibleAction
Read me a story	ChitChat.ImpossibleAction
Put out a fire	ChitChat.ImpossibleAction
Play golf	ChitChat.ImpossibleAction
Play a game	ChitChat.ImpossibleAction
Play a dvd	ChitChat.ImpossibleAction
Paint my house	ChitChat.ImpossibleAction
Mow the lawn	ChitChat.ImpossibleAction
Make a call	ChitChat.ImpossibleAction
So you read?	ChitChat.ImpossibleAction
Do a somersault	ChitChat.ImpossibleAction
Do you know how to buy groceries?	ChitChat.ImpossibleAction
Do you know how to breathe under water?	ChitChat.ImpossibleAction
Do you have superpowers?	ChitChat.ImpossibleAction
Do you gossip?	ChitChat.ImpossibleAction
Do you go skiing?	ChitChat.ImpossibleAction
Do you garden?	ChitChat.ImpossibleAction
Do you cook?	ChitChat.ImpossibleAction
Do you code?	ChitChat.ImpossibleAction
Do my laundry?	ChitChat.ImpossibleAction
Do my homework	ChitChat.ImpossibleAction
Do you know to swim	ChitChat.ImpossibleAction
do drugs	ChitChat.ImpossibleAction
Do you know how to cook dinner?	ChitChat.ImpossibleAction
Do a barrel roll	ChitChat.ImpossibleAction
Do a back flip	ChitChat.ImpossibleAction
Did you watch the superbowl	ChitChat.ImpossibleAction
Dance	ChitChat.ImpossibleAction
Cook me something	ChitChat.ImpossibleAction
Cook dinner	ChitChat.ImpossibleAction
Clean my room	ChitChat.ImpossibleAction
Check the weather	ChitChat.ImpossibleAction
